gene,SW48-48h-12b1_Read_Count,SW48-48h-12b2_Read_Count,SW48-48h-12b3_Read_Count,SW48-48h-C1_Read_Count,SW48-48h-C2_Read_Count,SW48-48h-C3_Read_Count
LCN1P1,58,30,58,24,29,25
TUSC1,368,328,270,293,338,251
FAM225A,452,402,373,469,470,408
FAM78A,1281,1135,1070,937,1134,876
LURAP1L,1772,1412,1417,1210,1211,1103
RPL7P33,0,0,0,0,0,0
LOC286359,0,0,0,0,0,0
OR13C9,0,1,0,0,0,0
OR13D1,0,0,0,0,0,0
MIR4290HG,0,0,0,0,0,0
FOXD4L3,2,3,0,3,1,1
ATP11C,4018,3310,2840,3500,3742,2768
LINC00632,0,0,0,0,0,0
MRRFP1,0,0,0,0,0,0
NLRP2B,0,4,0,0,3,2
H2BW2,0,0,0,0,0,0
LOC286437,193,129,123,147,136,96
LINC01281,0,0,0,0,0,0
RPS2P55,190,189,204,146,179,160
YIPF6,4473,3317,3178,3240,3320,2528
LOC286453,6,0,0,10,8,4
LOC286456,0,1,2,0,0,1
CFAP47,108,59,77,132,107,107
FIRRE,0,1,0,3,0,0
RAC1P4,0,0,0,0,0,0
UBE2E4P,59,68,44,39,56,48
BRAFP1,0,0,0,0,0,0
TTC3P1,513,394,416,429,510,405
FAM133A,0,0,0,0,0,0
EIF4A2P4,0,0,3,1,0,0
MAGEB18,0,0,0,0,0,0
TMSB15B,0,0,0,0,0,1
P2RY8,0,0,0,0,0,0
MXRA5Y,0,0,0,0,0,0
BCORP1,0,0,0,0,0,0
CDY3P,0,0,0,0,0,0
RBMY1A3P,0,0,0,0,0,0
TPTE2P4,0,0,0,0,0,0
ILDR1,0,0,3,0,0,3
STON1-GTF2A1L,9,6,0,0,0,2
TRARG1,0,0,0,0,8,0
LEFTY3,11,4,6,10,7,3
LIN9,1369,1128,914,1096,1097,788
TRIM59,1159,969,833,917,916,757
CSN1S2AP,0,0,0,0,0,0
KRT6C,15,4,5,7,4,6
FAM223B,30,19,18,21,25,26
TRIM42,0,0,0,0,0,0
NOP14-AS1,362,277,336,501,530,468
EIF4E3,3261,2685,2440,2368,2483,1998
FAM149B1,2148,1780,1765,1646,1916,1564
RFESD,146,163,129,118,162,111
MAPK6P3,2,0,3,1,3,1
MAPK6P1,0,0,0,0,0,0
BANF1P1,0,0,0,1,0,0
VN1R2,0,0,0,0,0,0
VN1R3,0,0,0,0,0,0
VN1R4,0,0,0,0,0,0
VN1R5,0,0,0,0,0,0
BPIFA4P,0,0,0,0,0,0
KLHL10,6,0,11,12,11,6
HMGN2P2,14,11,13,12,20,12
LOC317727,1,2,4,0,0,0
BLZF2P,6,9,9,10,4,5
DHRS4L2,491,457,468,474,464,385
MESTIT1,0,0,0,0,0,0
PSMD12P1,0,0,0,0,0,0
POTED,3,0,0,0,0,2
ADAM20P1,18,14,24,13,30,10
C14orf39,0,0,0,0,0,0
CCDC85C,7981,7530,6923,8097,8961,7655
SCOCP1,17,13,10,12,6,12
H2AC21,6,2,4,5,0,0
SEPTIN7P1,0,0,0,1,0,0
CHORDC2P,0,0,0,0,0,0
CKS1BP1,87,70,67,57,63,60
DDX51,1364,1153,1131,1275,1279,1111
COILP1,5,2,0,0,0,0
ITPK1-AS1,0,0,0,0,0,0
COX5AP2,0,0,1,0,0,0
TTC6,239,180,165,159,158,158
RHOQP1,183,132,152,168,171,123
DDX18P1,0,0,1,0,0,0
TAAR6,0,0,0,0,0,0
KRT73,0,0,0,0,0,0
SNORD8,2,0,1,2,3,1
DNAJC8P1,5,0,0,0,3,2
EEF1A1P2,0,0,0,0,0,0
ENSAP2,0,0,0,0,0,3
EIF2S2P1,0,0,0,0,0,0
EIF3LP1,1,0,0,0,0,0
EIF4BP1,0,0,0,0,0,0
ATP5MC2P2,0,0,0,0,0,0
YWHAZP1,0,0,0,0,0,0
UNGP3,0,0,0,0,0,0
ZFP64P1,0,0,0,0,0,0
NARS1P1,0,0,0,0,0,0
PPIAP6,5,4,6,4,5,3
RPSAP5,1,1,2,2,2,1
HMGB1P14,8,0,0,17,0,11
HMGN1P1,379,292,283,256,264,217
HMGN2P1,6,3,1,7,5,9
HNRNPUP1,7,5,8,9,10,4
RPL10AP1,0,0,0,0,0,0
ATP5MC1P2,1,4,4,1,8,0
BNIP3P1,0,0,0,0,0,0
SNORD56B,0,1,0,1,0,1
GCATP1,33,18,32,18,20,37
RPL21P10,29,41,19,20,10,24
RPL21P13,2,4,0,4,5,6
RPL21P8,0,0,0,0,0,0
UBE2CP1,0,0,0,0,1,0
STK16P1,5,0,2,4,0,0
SRMP2,0,0,0,0,0,0
SNRPGP1,0,0,0,0,0,0
RPL12P7,15,9,9,11,19,9
SF3B4P1,0,3,3,4,0,9
SETP2,0,0,0,0,0,0
RPL13AP2,1,0,0,0,0,0
RPL15P2,0,52,37,0,29,28
RPL17P4,0,0,0,0,0,0
RPL18AP1,0,0,0,1,0,0
RPL22P2,5,0,0,4,1,0
RPL23AP10,0,0,0,0,0,0
RPL23AP11,0,0,0,0,0,0
HSBP1P1,0,0,0,0,0,0
RPL26P2,0,0,0,0,2,0
RPL27P1,0,0,2,0,0,0
HSPE1P2,4,4,3,2,3,2
NEK2P1,0,1,0,0,0,0
RPL36P3,0,0,0,0,1,0
MOCS3P1,0,0,0,0,0,0
RPL3P4,356,301,366,270,322,277
RPL41P4,1,0,1,1,0,1
RPL7AP5,0,0,0,0,0,0
RPL7AP6,694,640,625,445,517,441
RPS15AP3,0,0,0,0,0,0
RPS18P2,3,7,2,1,4,4
RPS24P2,3,11,7,6,8,12
RPS24P3,1,0,0,0,0,1
RPS2P2,0,0,0,0,0,0
RPS2P3,0,0,0,0,0,0
ZAR1,3,1,1,2,1,1
SSXP3,0,0,0,0,0,0
ADGRE4P,0,0,0,0,0,0
MT1DP,81,82,65,71,82,59
MORF4L1P1,25,15,6,16,16,9
MORF4L1P3,0,1,0,1,0,0
MORF4L1P2,9,30,20,13,21,26
MAD2L1P1,3,4,13,0,11,3
NCOA4P1,0,0,0,0,0,0
NDUFB8P1,0,0,0,0,0,0
NMNAT1P1,0,0,0,0,0,0
NUTF2P2,0,1,1,0,4,1
PEBP1P1,0,0,0,0,0,0
MED15P1,0,0,0,0,0,0
PDLIM1P1,0,0,0,0,0,0
RAB37,56,36,56,28,27,25
MMAB,676,609,547,709,715,666
RANBP20P,0,0,0,0,0,0
SERPINA9,0,0,0,0,0,0
PUDPP2,0,0,0,0,0,0
PPM1J,1119,994,888,942,1087,957
SNAI3,365,358,296,237,241,251
H3C15,4,3,4,4,2,3
UBAC2,1901,1604,1423,1812,1890,1737
H2BU2P,0,0,0,0,0,0
H2BC20P,87,67,82,82,114,109
H2BC19P,70,54,66,72,105,95
H2BP1,0,0,1,0,0,0
CHSY3,0,0,0,0,0,0
KRTAP7-1,0,0,0,0,0,0
KRTAP8-1,0,0,0,0,0,0
KRTAP11-1,0,0,0,0,0,0
KRTAP19-1,0,0,0,0,0,0
KRTAP13-2,0,0,0,0,0,0
KRTAP13-3,0,0,0,0,0,0
KRTAP23-1,0,0,0,0,0,0
KRTAP6-1,0,0,0,0,0,0
KRTAP6-2,0,0,0,0,0,0
KRTAP6-3,0,0,0,0,0,0
KRTAP19-2,0,0,0,0,0,0
KRTAP19-3,0,0,0,0,0,0
KRTAP19-4,0,0,0,0,0,0
KRTAP19-5,0,0,0,0,0,0
KRTAP19-6,0,0,0,0,0,0
KRTAP19-7,0,0,0,0,0,0
KRTAP20-1,0,0,0,0,0,0
KRTAP20-2,0,0,0,0,0,0
KRTAP21-1,0,0,1,0,0,0
KRTAP21-2,0,0,0,0,0,0
KRTAP22-1,0,0,0,0,0,0
KRTAP20-3,0,0,0,0,0,0
LINC00524,0,0,0,0,0,0
LINC00226,0,0,0,0,0,0
LINC00221,0,0,0,0,0,0
KRT8P1,0,0,0,0,0,0
ST7-OT4,17,26,21,24,36,28
PSMD10P3,0,0,0,0,0,0
FAM151A,0,0,0,0,1,0
PSME2P3,2,0,0,0,0,0
PSME2P4,0,0,0,0,0,0
PSME2P5,0,1,4,2,5,7
PSME2P6,0,0,0,0,0,0
PSME2P2,0,0,1,0,0,0
NLRP9,0,0,0,0,0,0
NLRP10,0,0,0,0,0,0
NLRP14,0,8,8,6,7,10
S100A7A,0,0,0,0,0,0
GPIHBP1,0,0,0,0,0,0
CLEC4D,0,0,0,0,0,0
IFNE,1051,757,827,858,1020,825
RAB7B,63,80,101,78,52,66
MRPS24P1,0,0,0,0,0,0
H2BP2,1,0,0,0,1,1
TAS2R60,2,0,3,0,2,0
TAS2R64P,4,3,1,0,0,0
TAS2R63P,0,0,6,0,0,2
SNORD108,0,0,0,0,0,0
SNORD109A,0,0,0,0,0,0
SNORD109B,0,0,0,0,0,0
SNORD115-1,0,0,0,0,0,0
BLACE,0,0,0,0,0,0
ANO9,1629,1404,1487,1277,1500,1371
HCAR2,0,0,0,0,0,0
GTF2IP2,0,0,0,0,0,0
MESTP1,0,0,2,2,2,0
FFAR4,2,0,0,0,0,2
KCNK18,0,0,0,0,0,0
ANKRD30BP3,0,0,0,0,0,0
LINC00705,0,0,0,0,0,0
CHCHD3P1,0,0,0,2,0,0
ST8SIA6,0,0,4,2,0,3
DUPD1,0,0,0,0,0,0
RPS26P40,0,0,0,0,0,0
LUZP2,0,0,0,0,0,0
KRTAP5-AS1,23,15,14,14,23,16
KCNQ1-AS1,1,8,2,3,5,7
CCDC84,1346,1136,1108,1268,1463,1181
TMEM225,0,0,0,0,0,0
OR8D4,0,0,0,0,0,0
VSIG10L2,0,0,0,0,0,0
OR5F1,0,0,0,0,0,0
OR5AP2,0,0,0,0,0,0
ANKRD13D,2418,2012,2043,1655,1872,1746
LOC338694,0,0,0,0,0,0
ANKRD42,1082,835,863,935,1000,871
B4GALNT4,28,28,25,47,40,50
CSTF3-DT,66,47,35,50,59,44
OR52L1,0,0,0,0,0,0
OR2AG2,5,2,0,3,4,4
ATP2B1-AS1,32,16,24,41,21,14
C1QL4,888,870,727,666,677,665
TMEM119,0,2,0,0,6,0
KRT79,3,0,0,2,0,0
LINC02370,0,0,0,0,0,0
LINC01089,1028,887,838,711,810,743
ST13P8,0,0,0,0,0,0
TAFA2,41,18,30,52,47,49
LINC01252,197,149,165,132,141,151
SLCO1B7,1144,744,747,782,811,647
LINC00550,0,0,0,0,0,0
LINC00347,0,0,0,0,0,0
RPS12P23,0,0,0,0,0,0
C1QTNF9,12,26,17,32,27,27
RNASE10,0,0,0,0,0,0
VSX2,5,4,4,7,3,4
TMEM202,0,0,0,0,0,0
LOC338963,3,0,4,2,3,0
WHAMMP3,80,56,55,37,47,28
PKD1P3,2076,1911,2268,1322,2036,2029
PKD1P1,6383,5671,5818,5329,5863,5565
LOC339059,0,4,9,3,2,2
PRSS53,995,753,793,612,751,725
RAB43,1900,1637,1204,1123,1431,1425
JMJD8,2398,2311,2131,2065,2385,2115
CIBAR2,0,0,0,0,0,0
LOC339166,0,0,0,0,0,0
TMEM95,2,0,0,4,2,0
METTL2A,1829,1345,1288,1696,1757,1457
CCDC144NL,0,0,0,3,0,6
LOC339192,1,0,1,1,1,1
ASB16-AS1,533,534,481,771,825,730
C17orf67,175,171,189,204,200,164
ENPP7,0,0,0,2,0,0
OXLD1,690,644,516,710,785,658
CCDC137,1746,1490,1464,1914,2082,1737
ARL16,1189,1085,984,1015,1026,935
KRT17P5,9,9,6,5,11,8
KRT17P2,0,0,0,0,0,1
KRT16P4,0,1,2,0,1,1
NOS2P3,0,0,0,0,0,0
LOC339260,0,0,0,7,4,0
LINC02693,2817,2671,2478,2610,2800,2290
MSL1,8138,6373,6212,5761,6444,5476
LINC00667,26,24,37,50,31,50
LRRC30,0,0,0,0,0,0
LOC339298,0,0,0,0,0,0
CPLX4,0,0,4,5,0,0
ZNF181,1023,687,727,718,726,629
ZNF260,0,0,0,0,0,0
ZNF546,110,80,75,93,89,100
MYPOP,693,640,640,514,655,521
NANOS2,2,0,2,0,0,3
LOC339352,32,25,32,12,17,15
ADAMTSL5,922,814,910,757,819,770
CLEC4G,0,0,0,0,0,0
NEFHP1,0,0,0,0,0,0
LINGO4,0,0,0,0,0,0
FLG-AS1,210,136,157,239,269,193
RXFP4,0,0,0,2,0,6
ANKRD45,6,6,8,11,10,8
LINC01343,0,0,0,0,0,0
C1orf174,1489,1257,1256,1200,1177,1091
KLHL17,3564,3276,3234,2807,3139,3173
TMEM240,14,11,0,20,16,7
TMEM52,356,328,323,416,438,388
LINC02796,0,0,0,0,0,0
BRINP3,0,0,0,0,0,0
MTMR9LP,206,137,130,150,169,146
ZBTB8OS,939,781,709,1034,885,758
TFAP2E,362,321,399,309,356,292
ZNF678,1775,1387,1458,1433,1516,1186
PRSS38,0,0,0,0,0,0
LINC01141,0,4,0,0,0,0
CCDC190,52,47,40,60,33,32
CCNQP1,0,0,0,0,0,0
LINC01140,66,37,59,57,93,64
LINC02774,0,0,0,0,0,0
LINC01139,0,0,0,0,0,0
LOC339539,7,10,9,2,5,5
ARMH1,79,63,82,69,74,99
ZFP69,2,8,4,0,4,8
LINC01734,0,0,0,0,0,0
LOC339593,0,0,0,0,0,0
LINC01692,0,0,0,0,0,0
SLC35E4,920,744,725,1183,1268,1172
LOC339666,0,0,0,0,0,0
TEX33,0,0,0,0,0,0
LINC00634,54,63,46,76,81,76
LOC339685,11,20,22,22,8,15
AK2P2,0,2,1,0,0,2
FAM201B,25,41,24,40,21,32
SPOPL,3712,3183,2807,3012,3287,2515
MAP3K20-AS1,14,0,9,9,10,18
CYP27C1,0,0,0,0,0,0
MROH2A,0,0,0,6,0,0
ESPNL,8,4,0,10,0,0
FAM166C,125,103,60,122,156,136
PRR30,0,0,0,0,0,0
KRT18P19,0,0,0,0,1,0
LINC00298,3,0,0,5,0,0
LINC00299,13,26,10,14,20,12
EIF3FP3,390,393,302,304,333,269
LOC339803,5,0,0,0,5,0
C2orf74,8,6,10,10,0,11
LINC02579,0,0,0,0,0,0
LINC01115,0,0,0,0,0,0
CCDC39,0,0,0,0,0,0
IHO1,0,0,0,0,0,0
WWP1P1,4,3,5,4,2,1
ASS1P7,0,0,0,0,0,0
KY,0,0,0,0,0,0
LOC339862,0,0,0,0,0,0
LOC339874,9,7,14,5,11,0
ALG1L6P,3,0,0,0,4,0
EIF4BP8,0,1,0,0,0,0
C3orf35,160,125,119,89,94,113
LINC00880,191,152,121,130,179,106
GADL1,37,25,26,12,13,5
CNN2P6,10,16,4,6,14,4
LOC339902,0,0,0,0,0,0
PRSS42P,28,12,11,31,33,24
EHHADH-AS1,0,0,0,0,0,0
LPP-AS2,65,59,54,98,123,98
H1-10-AS1,110,96,94,101,117,103
CCDC158,0,0,0,0,0,0
LOC339966,1,4,1,1,1,0
TMPRSS11A,0,0,0,0,0,0
GCOM2,47,55,55,47,45,52
LOC339975,0,0,0,0,0,1
TRIML1,0,0,0,0,0,0
LRRC66,55,39,33,75,92,82
LINC02260,0,0,0,0,0,0
NAT8L,44,59,37,24,43,31
LINC02481,0,0,0,0,0,2
LINC02433,0,0,0,0,0,0
SLC6A19,0,0,0,6,0,0
PRR7-AS1,39,59,65,43,64,51
STING1,0,0,0,4,3,0
FAM170A,10,6,0,4,9,5
C5orf66-AS2,3,0,0,0,0,0
SLC25A48-AS1,0,0,0,0,0,0
ARSI,0,0,0,0,0,0
LOC340090,38,46,38,44,32,33
LINC01020,0,0,0,0,0,0
H3Y2,0,0,0,0,0,0
LINC02239,0,0,0,0,0,0
LINC02120,0,0,0,0,0,0
ANKRD34B,0,0,0,0,0,0
SLC35D3,7,5,10,9,9,6
ZC3H12D,20,33,38,46,54,49
MYLK4,34,46,26,40,52,24
DPPA5,0,0,0,0,0,0
LOC340184,0,0,0,0,0,0
IQCB2P,0,4,0,2,1,0
IFITM4P,10,11,13,11,7,12
CLPSL1,23,6,16,18,21,22
TREML1,0,0,0,0,0,0
TREML3P,0,0,0,0,0,0
NANOGP3,0,0,0,0,0,0
ZNF680,2407,1771,1700,1978,2031,1532
UNCX,0,0,0,0,0,0
COL28A1,34,21,38,31,23,32
LOC340268,0,0,1,0,0,0
ABCB5,0,0,0,0,0,0
ASS1P11,0,0,0,0,0,0
FAM221A,1570,1193,1234,1198,1124,986
FAM183BP,6,16,10,10,7,7
CTAGE6,247,160,159,173,181,143
TSPAN33,4645,4091,3803,3695,3962,3471
AGBL3,272,235,248,319,269,216
LOC340357,0,0,0,0,0,0
KLHL38,0,0,0,0,0,0
NRBP2,2968,2378,2557,2221,2654,2502
ZNF517,275,248,242,235,214,218
WDR97,157,94,113,94,110,115
TMEM249,106,114,100,62,100,93
RSPO2,4,0,0,0,0,2
POTEA,0,0,0,0,0,0
CPP,0,0,3,0,0,0
KRT18P24,0,0,1,1,1,0
ZDHHC21,4584,3469,3550,3479,3890,2859
ACER2,472,363,344,528,563,404
IMPDH1P1,1,1,0,0,3,1
TCEA1P3,0,0,0,0,0,0
GAS2L1P2,0,0,0,0,0,0
LOC340512,0,0,0,0,0,0
LINC01501,0,0,0,0,0,0
RTL5,7,13,5,4,8,0
NHSL2,7,6,0,0,7,6
PABPC1L2A,1,0,0,0,0,0
NEXMIF,11,12,7,0,4,4
BEX5,0,0,0,0,0,0
TCEAL5,0,0,0,0,0,0
MORF4L2-AS1,42,35,34,39,39,28
VSIG1,0,4,4,3,0,4
ZC3H12B,2,0,0,0,0,0
SATL1,0,0,1,0,0,0
SIAH1P1,0,0,0,0,0,0
DCAF12L2,0,0,0,0,0,0
LINC02243,0,0,0,0,0,0
CA5BP1,564,511,521,568,536,428
RTL4,0,0,0,0,0,0
LHFPL1,0,0,0,0,0,0
KRT18P48,0,0,0,0,0,0
ATF4P2,40,32,16,40,29,28
EZHIP,0,0,0,0,0,0
FAM41AY1,0,0,0,0,0,0
LIPM,0,0,0,0,0,0
CYP26C1,4,0,0,5,2,3
VWA2,162,155,112,175,150,195
NANOS1,40,39,43,60,61,37
LRIT2,0,0,0,0,0,0
RPL7AP8,1,1,0,0,0,0
IMPDH1P5,38,26,28,16,38,37
HMX3,0,0,0,0,0,0
AKR1C8P,0,0,0,0,0,0
AHCYP1,0,0,0,0,0,0
AKR1B10P1,0,0,0,0,0,0
MALRD1,0,0,0,0,0,0
EBLN1,2,0,0,4,0,0
EIF3LP3,4,0,2,0,3,3
TRIM53CP,0,0,0,0,0,0
OR52B6,0,0,0,0,0,0
OTOG,8,0,0,0,0,3
DCDC1,85,64,75,82,104,66
C11orf53,0,0,0,0,0,0
LOC341056,2,0,0,2,1,2
MS4A10,0,0,0,0,0,0
CYCSP27,0,0,1,0,0,1
OR2AT4,0,0,0,0,0,0
HEPHL1,202,181,168,101,95,78
ASS1P13,0,0,0,0,0,0
OR10A2,0,0,0,0,0,0
OVCH2,0,0,0,0,0,0
PABPC1P4,1,1,0,1,0,0
HNRNPA1P70,0,0,0,0,1,0
SMCO2,187,166,169,134,140,131
OVCH1,0,0,0,0,0,0
SYT10,0,0,0,0,0,0
LOC341378,0,0,0,0,0,0
ACSM4,0,0,0,0,0,0
ANKRD33,0,0,0,0,0,0
OR6C2,0,0,0,0,0,0
OR6C4,0,0,0,0,0,0
PPIAP8,0,0,0,0,1,0
MRPS7P2,0,0,0,0,0,0
RPL23AP14,0,0,0,0,0,0
H1-7,0,0,0,0,0,0
OR8S1,0,0,0,0,0,0
FREM2,21,17,14,9,15,14
NEK5,181,133,122,131,174,107
CTAGE16P,0,0,0,1,0,0
MRPS31P2,2,0,2,0,0,0
EIF4A1P7,2,0,1,2,0,0
OR6S1,0,0,0,0,0,0
SLC35F4,250,241,279,118,125,108
LRRC9,0,0,0,0,3,0
COX8C,0,0,8,0,2,0
VDAC3P1,0,0,0,0,0,0
GLDN,1326,1103,1027,696,838,699
GOLGA6A,27,29,22,15,25,19
TMC3,0,0,0,0,0,0
ZNF774,193,161,187,179,200,216
FMN1,321,229,230,146,191,176
C16orf96,0,12,6,0,0,0
ZKSCAN2,1269,1031,979,1101,1270,1029
CYCSP39,0,0,1,1,1,0
ATXN1L,3841,3480,3402,3143,3415,3007
PKD1L3,0,0,0,0,0,0
KRT18P18,0,0,3,0,0,0
KRT8P22,0,0,0,0,0,0
CD300E,0,0,0,0,0,0
SMTNL2,0,0,0,0,0,0
NACA2,1,0,1,1,1,0
PPIAP55,0,0,0,0,0,0
KRT27,0,0,0,0,0,0
SLFN14,0,4,0,0,3,0
LRRC37A11P,13,4,18,12,18,9
STAC2,4,3,6,0,0,0
PGDP1,0,2,0,0,0,0
KRT8P5,0,1,0,0,0,0
MRPS17P7,2,0,0,2,3,3
LOC342784,0,0,0,0,0,0
RPS2P6,1,8,4,2,0,6
ANKRD62,163,166,181,197,160,130
VSTM2B,0,0,0,0,0,0
ZNF850,0,0,0,0,0,0
NCCRP1,0,0,0,0,0,0
SYCN,0,0,0,0,0,0
LEUTX,0,0,0,0,0,0
ZNF404,0,0,0,7,0,3
ZNF284,0,0,0,0,0,0
C19orf81,74,70,48,56,75,68
ZNF677,0,0,0,0,0,0
RFPL4A,0,0,0,2,0,0
ZSCAN5B,3,0,0,0,0,0
ZSCAN22,532,342,393,423,388,386
NANOS3,239,179,229,176,176,174
PALM3,1598,1349,1293,1140,1172,1022
RPL34P34,0,1,1,0,0,0
RD3,0,0,0,0,0,0
CYCSP51,0,0,0,0,0,0
LOC343052,0,0,0,0,0,0
AADACL4,0,0,0,0,0,0
PRAMEF5,0,0,0,0,0,0
HNRNPCL1,0,0,0,0,0,0
PRAMEF9,0,0,0,0,0,0
PRAMEF10,0,0,0,0,0,0
CCDC18,707,572,598,1080,1240,896
LOC343165,10,13,8,8,8,8
OR6F1,0,0,0,0,0,0
OR14K1,0,0,0,0,0,0
OR2W3,0,0,0,0,0,0
OR2T8,0,0,0,0,0,0
OR2T3,0,0,0,0,0,0
RPS2P11,2,3,2,1,1,2
MYBPHL,9,0,0,0,0,5
ADH5P2,0,0,0,0,0,0
RPL10AP4,0,0,0,0,0,0
KRT18P28,2,0,0,1,1,0
FDPSP1,0,0,0,0,0,0
GAPDHP20,0,0,0,0,0,0
OR10R2,0,0,0,0,0,0
FCRL6,0,0,0,0,0,0
KCNT2,0,0,0,0,0,0
BARHL2,0,0,0,0,0,0
HSP90B3P,0,0,0,0,1,0
RPL6P2,0,0,0,0,0,0
NBPF7,0,0,0,0,3,0
LOC343508,1,0,0,5,0,4
ATP6V1E1P1,0,0,2,0,0,0
TCTEX1D4,0,0,0,0,0,0
OR2T29,0,0,0,0,0,0
ARHGAP40,196,151,163,166,222,238
RSPO4,59,41,54,54,62,52
TGM6,0,0,0,0,0,0
XKR7,0,5,0,0,0,4
MRPL51P2,0,0,0,0,0,0
RPS10P30,0,0,0,0,0,0
MSGN1,0,0,0,0,0,0
GLULP6,0,0,0,0,0,0
CRACDL,0,0,0,3,2,0
FIGLA,17,4,15,0,7,5
NOTO,0,0,0,0,0,0
NCKAP5,0,0,0,0,0,0
FOXI3,0,0,0,0,0,0
RPL5P7,0,0,0,0,0,0
EVX2,0,10,0,0,0,0
KRT8P10,0,1,1,3,2,0
ST13P2,0,0,0,0,1,0
FABP5P10,0,0,1,0,0,0
SLC25A5P2,0,2,1,1,0,0
LOC344382,0,2,0,0,0,0
CDKL4,0,8,2,5,4,5
PRORSD1P,132,73,103,100,88,109
RPS12P3,7,4,4,7,4,5
KRT18P39,0,0,0,0,0,0
RPL12P17,4,1,1,2,3,2
SH3RF3,557,571,530,616,626,538
GPR148,0,0,0,0,0,0
LOC344593,0,0,0,0,0,0
DUBR,590,454,409,481,462,443
ABCF2P1,0,0,6,1,4,0
LRRIQ4,50,51,27,43,57,38
SAMD7,4,8,4,7,0,5
HNRNPA1P21,1,1,3,0,2,1
CCDC75P1,0,0,0,0,0,0
HNRNPA1P20,1,1,0,1,0,0
AADACL2,0,0,0,0,0,0
GPR149,0,0,0,0,0,0
ZNF860,437,434,440,589,637,424
TMPRSS7,0,0,0,3,0,4
CD200R1L,0,0,0,0,0,0
GSTO3P,0,0,0,0,0,0
PAQR9,0,0,0,2,1,0
KRT18P17,2,1,0,2,2,2
COL6A4P1,142,90,91,97,97,109
NMRAL2P,10,8,0,6,3,0
RTP2,0,0,0,0,2,0
OSTN,0,0,0,0,0,0
ATP13A5,0,0,0,0,0,0
LOC344967,0,2,6,4,4,3
ACTN4P1,7,2,1,0,3,1
SAR1AP3,0,0,0,0,0,0
PES1P1,0,0,0,0,0,0
HSPD1P5,1,0,0,1,1,2
REELD1,4,0,2,0,4,0
PRSS48,0,0,0,0,0,0
SOWAHB,390,369,316,337,345,301
LRIT3,19,12,8,31,26,8
MSANTD1,213,182,142,127,169,134
BIN2P1,0,0,0,0,0,0
SLC10A6,0,3,0,11,5,7
HSD17B13,43,54,29,43,27,24
KRT18P41,0,0,0,0,0,0
PFN3,2,2,1,0,0,0
ZNF879,0,5,0,0,0,2
PLCXD3,0,0,0,0,0,0
LOC345571,0,0,2,0,0,1
LOC345576,1,0,1,0,0,0
IRGM,66,35,51,68,81,46
FBLL1,2,0,0,4,10,2
MCIDAS,682,585,527,638,734,574
PSMC1P4,3,4,1,4,5,3
ACTBL2,82,75,59,84,50,59
FAM174A,651,689,561,582,576,484
MTX3,5,0,7,0,0,7
BTF3P10,2,0,5,1,5,2
RSPH4A,23,10,20,20,28,25
ECT2L,4,0,0,5,5,2
EYS,0,2,0,0,1,0
GAPDHP72,0,0,0,0,0,1
MRPL42P2,0,0,0,0,0,0
ZNF391,625,510,497,472,507,410
ZFP57,0,0,0,0,0,0
SEPTIN14,0,0,0,0,3,3
LOC346296,0,0,0,0,0,0
LOC346329,5,2,2,4,2,5
MACC1,943,715,688,828,815,688
OR6V1,0,0,0,0,0,0
OR2A12,0,0,0,0,0,0
OR2A1,2,4,1,1,5,2
GNAT3,6538,5402,4948,5860,6652,5237
MOGAT3,3,0,0,0,0,0
FAM71F2,49,73,71,162,176,150
STRA8,0,0,0,0,2,0
KLRG2,0,0,0,0,2,0
RPL37P6,0,0,1,0,0,0
H2AZP2,0,0,0,0,0,0
AFG3L2P1,0,0,0,0,0,0
SLC10A5,13,16,9,39,32,36
ADGRD2,0,0,9,8,8,8
LOC347097,0,0,0,0,0,0
SPATA31D5P,0,3,0,0,0,0
QRFP,0,0,0,0,0,0
OR1J1,0,0,0,0,0,0
OR1B1,3,0,0,4,0,1
KIF24,1300,1158,1054,1287,1539,1340
IGFBPL1,0,0,0,0,0,0
KRT8P11,5,0,3,1,0,4
CAVIN4,88,67,88,54,48,64
RPL36P14,2,0,1,0,0,0
KRT8P14,0,0,0,1,0,4
ZNF81,943,815,682,846,1003,771
BMP2KL,1,1,1,0,1,3
KIF4CP,0,0,0,0,0,0
ITIH6,0,0,0,0,0,0
H3P44,0,0,0,2,1,1
LOC347381,0,0,0,0,0,0
LANCL3,262,241,192,254,280,231
MPC1L,0,0,2,0,0,0
LOC347422,0,0,0,0,0,0
DCAF8L2,0,0,0,0,0,0
SOWAHD,83,63,62,49,68,74
OR13H1,0,0,0,0,0,0
CCDC160,0,0,0,0,0,0
CXorf66,0,0,0,0,0,0
RPL7L1P11,0,0,0,0,0,0
DGAT2L6,0,0,0,0,0,0
RAB41,0,0,0,0,0,0
ARSH,3,0,0,0,0,0
MAGEB5,0,0,0,0,0,0
RPL18AP16,0,0,0,0,0,0
CENPVL3,0,0,0,0,0,0
TSPY11P,0,0,0,0,0,0
PARP4P1,0,0,0,0,0,0
LOC347674,35,20,30,19,14,8
EIF2S2P5,0,0,0,0,0,0
SNORD64,0,0,0,0,0,0
GNG5P2,0,0,2,0,0,0
TUBB8,28,25,17,17,22,13
SOX2-OT,13,23,20,10,7,16
ECEL1P2,0,0,0,0,0,0
MRPS36P4,0,2,2,0,0,2
MRPS36P1,1,4,0,0,0,0
